VARIABLE;UNIDAD;ACTIVO;RAMA;LUGAR;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;8.1. Actividades profesionales, científicas y técnicas;España;0,369787979;0,63940978;0,825208713;0,991816158;1,150715951;1,355772464;1,720634868;2,049980319;2,254258932;2,39185241;2,479565571;2,536118452;2,59132462;2,592563539;2,565453438;2,557669168;2,517621274;2,509071253;2,653334193;2,838973407;3,183775459;3,389571411;3,696852125;4,122961504;4,853442308;5,581363519;6,185924605;6,6111153;6,851882111;7,117299425;7,558730174;7,738046526;7,802158757;8,595617692;9,312434256;9,621963776;10,43012336;11,83199814;14,84705806;18,40591278;19,95540582;21,47064885;24,67304706;28,32197173;35,59787384;42,17264129;47,89183507;54,93242625;61,16396259;64,57024819;72,99162394;74,03532066;75,07717766;80,82118896;87,64918992;93,40779451;100;113,2968101;134,3620797;155,7419695;167,3170141;182,9790747
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;8.2. Actividades administrativas y servicios auxiliares;España;0,226807453;0,340547172;0,423334222;0,501833224;0,587812836;0,702364665;0,896843577;1,074572883;1,196600505;1,297615103;1,384371462;1,4543672;1,5444561;1,588400723;1,606683811;1,652882124;1,691053941;1,768233725;1,944870003;2,162850314;2,501146422;2,789645451;3,168271842;3,608755771;4,38817615;5,092503238;5,91149217;6,523317643;6,923840592;7,46882996;8,051608309;8,36699785;8,633155346;9,900586165;11,35155266;12,27053213;13,77105267;13,87644257;14,96923278;16,50584295;18,90247677;21,32380683;26,5978807;31,86465544;40,38252891;39,49533296;34,1555882;32,70432605;32,7532414;35,54816334;44,45112735;51,17686575;52,55060411;63,43966873;79,50345041;89,09557544;100;116,1514112;121,0825165;134,9805333;146,7596846;157,1402705
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;9. Administración pública, sanidad y educación;España;3,823690705;4,30121312;4,645052932;4,934785081;5,170548472;5,570142574;6,926638776;8,47302034;9,326885138;10,01359263;10,58220721;11,31714335;11,86376227;12,65160503;12,90076965;13,1463496;12,99085133;12,91342247;13,76781505;14,20980286;15,39946906;18,12355532;19,88345614;22,02086883;25,40497287;29,16755492;33,36696427;35,54563966;35,31242127;35,98137622;36,7391827;36,38780901;35,4773159;34,51393476;33,56504379;32,89322201;35,40379933;36,05718084;37,88835751;39,40361264;43,53338049;48,38464021;53,23376705;58,62122852;65,51262043;77,55248452;85,69737274;88,1414471;84,86631511;84,53687785;82,90003898;85,12680631;85,79846542;87,98766114;89,6311831;94,3241908;100;109,022056;122,8256313;138,2430916;138,5304834;146,0892983
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;9.1. Administración pública;España;1,567472654;1,873120385;2,061078141;2,242329417;2,3714671;2,42956806;2,937070523;3,695600526;3,97656572;4,189867609;4,075002082;4,114308671;4,039258423;4,294139258;4,046341849;4,314441462;3,939470867;3,858245999;4,153053517;4,681212346;5,719354393;8,48652843;10,27392016;12,23972744;15,62734742;18,92382342;23,28750439;25,86416855;26,25381182;27,37405295;28,5811647;28,76424273;28,04316107;27,48565094;26,89214234;26,81782854;30,46260574;31,83098786;34,08630661;35,75451602;40,83170783;46,73019627;52,00488026;57,12724364;64,36409102;77,87612078;86,24661206;88,58959191;85,19500122;84,39940944;82,18086275;84,40800707;84,99975052;87,39062067;89,26095956;94,02782578;100;109,3608809;124,740632;140,2910084;140,2040953;147,2195768
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;9.2. Educación pública;España;42,56062481;41,83203311;41,60366815;41,10557802;41,63747812;44,6578746;51,20833232;60,13318182;62,59013552;64,3649131;63,06664601;62,81116335;63,35673055;66,03492037;70,64172187;70,76404444;68,40835367;65,66276168;65,81135559;66,83825174;71,13440516;71,73871154;72,0904695;74,38943351;77,77066045;85,48819535;91,3616689;94,56348811;91,90644016;90,44323943;89,14877916;85,59452065;79,70560666;72,98768577;67,5257493;62,57973642;57,99773939;53,59468818;54,58887442;57,58853257;56,87849942;55,77473764;57,60476346;64,44836749;67,93650895;70,09593906;77,80066561;78,75927356;74,54283946;72,84838514;72,2487244;75,04726253;75,31221426;79,56782471;81,3508017;91,24332934;100;115,0252595;126,536246;159,2824924;168,8251164;194,4913018
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;9.3. Educación privada;España;9,401220199;12,58035249;14,68659913;16,97990183;18,71909214;21,27075917;29,61007533;36,74027157;43,95255679;50,0308566;55,4235136;59,13585067;61,55796223;62,04063379;61,13143298;59,63215228;57,12859619;54,59488357;53,3024725;52,73405209;53,17134159;51,96231363;51,34150803;52,16073167;54,82599741;57,02686295;57,67156439;57,16018444;56,27615654;56,93367536;59,39656441;60,77905739;64,86259917;68,56419339;69,26789552;67,53918431;63,86313136;60,81552392;60,50927713;61,77808167;60,18146657;58,84037348;63,21143587;70,54024144;76,87099466;80,5528992;85,60119539;86,832288;81,96493655;87,19973732;90,96981734;93,06538536;94,56758001;96,09957011;95,16104292;98,93901442;100;102,7271553;103,2344889;112,4777043;113,0215009;118,3328984
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;9.4. Sanidad pública;España;14,80956921;16,95790194;19,19137097;20,15049264;21,02219268;24,62027413;32,59312017;39,34639014;43,68220458;45,65682623;54,70513971;63,23297241;72,14785757;77,13818611;82,19098221;79,84697413;79,04374846;80,97811261;88,85004956;90,21277228;94,76090157;107,3750739;115,5839925;126,5785113;134,4753869;150,8287735;157,744727;155,5912615;146,9401103;141,5909642;134,1939241;124,8656553;117,9893264;108,9743437;102,0120933;94,33723389;87,97612602;82,59085204;79,49993999;77,6710432;75,42219708;73,7026466;75,1208196;82,5943728;88,18124307;94,70339612;105,8399057;110,5592614;108,3085697;107,2777601;105,5984692;104,5052941;102,1866304;99,86987355;97,32563582;95,90462659;100;105,5026529;111,1064449;124,4460457;127,7290153;139,1590323
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;9.5. Servicios sociales públicos;España;18,1951264;21,60879215;24,23391706;27,12121694;27,91163508;29,30177091;35,64924006;43,56300578;50,34547267;67,07331892;83,60195672;116,5506206;138,0143262;181,9511122;206,7690528;235,4450147;297,4980542;315,1045077;370,2166314;358,7548215;353,8652319;337,2917135;325,3419605;311,7481397;304,1398616;298,4063552;297,5930072;295,9369513;278,7815181;268,9729129;257,164964;240,3378067;230,8650137;213,4500746;201,8353277;186,7820884;172,7804887;161,1752057;153,5914854;147,5619096;141,2874239;135,4562747;135,5232319;145,225861;151,9845331;159,5304365;179,8210587;184,2911367;175,5420296;161,2355322;149,4110104;138,1324007;128,3468508;119,8752884;111,4084605;104,2100642;100;102,9150166;105,5560261;114,3358962;115,7616977;126,7453499
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;9.6. Sanidad y servicios sociales privados;España;4,676988104;4,472310177;4,264385032;4,081828124;3,92292443;3,884340133;4,337242905;4,783099162;5,269350365;5,560833987;5,766072855;5,950446399;6,014035942;6,227475939;6,666289203;6,676633312;6,578852512;6,507496227;6,74745674;6,811870391;7,121284511;7,00240765;6,962846557;7,084198733;7,644760088;8,209171158;8,754722255;9,170830355;9,223876913;9,345424216;10,30596037;10,68864083;11,62705978;11,99694158;13,07806338;13,37249786;14,8289156;16,00931407;18,19804778;20,27416882;21,27137528;22,25379352;24,27823944;29,30603746;32,37748393;32,99003156;33,41740182;38,40801796;41,30933391;50,90126696;58,75206551;67,59117481;75,62868051;79,19375802;85,53646544;94,89044572;100;108,6920181;112,8056267;120,9436308;118,3557837;121,3110313
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;10. Otros servicios;España;1,594819396;1,968819491;2,211380219;2,423617869;2,598162027;2,85442932;3,565011475;4,205233142;4,81801722;5,383121128;5,984427269;6,574551688;7,20440117;7,801285231;8,358352972;8,794003615;9,003339491;9,267583333;10,03146002;11,0930432;12,49469624;13,19753059;14,20906075;15,66649517;17,89757419;19,87344392;21,23783385;21,90521402;22,16408271;22,79486177;23,73344532;23,89379855;23,93761524;24,36224428;24,65028064;24,35207186;24,94023354;25,33391545;27,38828016;29,58706587;31,83434351;32,38406034;34,78525603;42,09296677;48,57002547;51,12510927;53,34587223;56,1421113;58,52621146;61,96633813;67,6422837;72,72562934;77,22988302;81,53695322;89,2042004;95,99758078;100;102,8421172;102,9845456;109,614845;114,2345688;119,333579
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;10.1. Actividades artísticas, recreativas y de entretenimiento;España;1,140723917;1,535756558;1,797442816;2,034818525;2,220166488;2,479737679;3,137717456;3,71685541;4,296302265;4,849358891;5,409706347;5,95908992;6,558489664;7,103847014;7,555938792;7,869749557;8,007266117;8,211678824;8,871653923;9,885930499;11,15439952;11,70804839;12,54996124;13,88501829;15,99615299;17,84800757;19,05932552;19,57688545;19,72752441;20,19950653;20,99159891;21,20592355;21,30650597;21,76297464;22,22347947;22,17940571;23,58159867;24,54949623;27,39812897;30,57884361;33,60444786;34,96047947;38,42927885;47,57315227;55,51607901;59,40343864;63,30568877;67,977369;70,12356169;74,05300027;80,15149595;84,32330654;87,11954211;88,79098058;95,32969487;100,0291394;100;104,4823594;106,6649958;113,5263961;118,3174966;123,528859
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;10.2. Otros servicios n.c.o.p.;España;2,243337642;2,587270725;2,802518636;2,978859118;3,13797645;3,389527856;4,175234358;4,902691393;5,563087575;6,145400386;6,805202253;7,453511215;8,126849478;8,797320784;9,504302995;10,11394927;10,42584771;10,77553502;11,68779375;12,81694165;14,4087986;15,3246816;16,57844053;18,21064697;20,61303027;22,76601527;24,3490096;25,23034464;25,64377184;26,50132455;27,64911125;27,73239251;27,69514584;28,07431023;28,11605766;27,45493222;26,88069403;26,45440564;27,3746412;28,17137817;29,30727819;28,70564351;29,58244232;34,2684254;38,65240761;39,30513989;39,12503;39,24348506;41,96738911;44,70891428;49,78167291;56,16654753;63,10939428;71,17919873;80,45800332;90,24137675;100;100,4998405;97,72888908;104,0291783;108,4041772;113,3427524
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;Otras agrupaciones sectoriales: Servicios totales (4-10);España;9,385092127;9,769830385;9,896085884;10,02756742;10,08455219;10,52495019;11,68421081;12,58156369;13,35650893;14,22074242;15,34762294;16,3041903;16,87347333;17,56183623;18,21312386;18,67137188;18,79252808;19,19130373;20,286879;21,20598277;21,86236593;22,43900437;23,2306547;24,90573468;27,81353241;31,42118991;34,31396099;35,38813781;35,21739485;35,23940002;35,68027185;35,75654151;36,57380219;37,6547112;39,54760226;41,72120953;43,8286593;45,42043123;45,96532472;46,50110611;46,99788366;47,76142887;49,67904912;53,84999409;57,60398972;58,86853561;61,17243216;63,31360905;64,43678463;66,36450941;70,06759473;74,3433783;78,90337571;83,51255566;89,8967082;95,98648449;100;104,9573403;110,4561736;116,5689186;120,7257417;125,2614057
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;Otras agrupaciones sectoriales: Servicios públicos (9.1, 9.2, 9.4 y 9.5);España;3,5339148;3,907112759;4,186494252;4,397755531;4,575979749;4,889032718;5,947419202;7,268117131;7,835308551;8,28179527;8,636005414;9,249360667;9,723924143;10,54527254;10,84259676;11,1780562;11,13081938;11,16870889;12,14474331;12,64685156;13,90121603;16,90264791;18,83421427;21,10060445;24,61201186;28,55442698;33,04244882;35,40624956;35,19412309;35,88181765;36,55272283;36,09540486;34,88833535;33,66109002;32,56694756;31,91272361;34,74929177;35,55924517;37,47908997;38,98731314;43,49072246;48,76207068;53,72761918;59,03579264;66,08059915;78,89408684;87,44131158;89,8577917;86,45213612;85,5301328;83,32309833;85,33615992;85,72387038;87,89827335;89,50710747;94,08830312;100;109,3291552;124,0806939;140,0304577;140,4012996;148,2187754
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;Otras agrupaciones sectoriales: Servicios privados (4-8, 9.3, 9.6, 10);España;9,834847269;10,22050423;10,33503479;10,46041804;10,50812084;10,95833604;12,12545968;12,99044962;13,78142227;14,67778845;15,86408973;16,84708124;17,42368994;18,10192655;18,78043354;19,24815244;19,38225288;19,80873641;20,91362027;21,86480656;22,47537629;22,86429755;23,56845462;25,1982247;28,05968999;31,64179024;34,41221743;35,38755563;35,21997967;35,19097805;35,61423272;35,73139066;36,70379378;37,96158095;40,08346275;42,47380951;44,52534201;46,17705995;46,61667366;47,07802823;47,26747494;47,68519249;49,36933815;53,45326985;56,95544254;57,33385988;59,15992185;61,27994715;62,74994676;64,89607728;69,05199982;73,50114727;78,38075247;83,17648972;89,9264385;96,13178823;100;104,6227567;109,4137185;114,7753051;119,2228371;123,5070757
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.2. Otra maquinaria y equipo n.c.o.p.;0. Total;España;35,54277153;34,54962667;34,43177633;34,07982433;33,73328732;34,06148843;33,82568243;33,63605602;34,98093332;37,34988739;40,104316;41,821282;43,43796727;44,87174736;46,22993096;47,11903582;48,44174164;49,73095324;50,20670684;51,43895747;52,19641272;54,12937085;56,39801844;59,18575627;63,41529942;68,93364939;74,00145059;78,93943898;83,71998619;85,07922585;85,71576077;87,79231998;90,84540335;94,66586572;99,35154505;104,2654712;109,3593202;113,1509438;115,9309356;118,7558383;122,3185189;125,8470126;130,4744404;135,544615;139,4284784;137,8940839;136,1685646;132,7180442;127,1228942;121,6667551;115,9436578;111,9114281;106,5836629;103,3758081;103,1359026;99,50950464;100;106,8943503;112,6962618;119,3699018;127,9801549;135,6734862
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.2. Otra maquinaria y equipo n.c.o.p.;1. Agricultura, ganadería, silvicultura y pesca;España;1734,500456;1498,95677;1301,770054;1135,636668;1015,188226;913,3870252;799,3712126;700,5126179;624,0740304;563,2318957;517,9699403;474,0903326;450,0558166;410,3230988;373,9039936;344,5413562;339,2016832;338,4068396;319,3253513;340,5772072;353,5238175;326,8586973;304,8801551;286,4954417;266,1604978;250,5642422;236,4392584;223,1602942;210,5285971;197,3975292;185,3730417;176,6969871;175,2882512;176,6844359;183,1186354;191,5433356;201,1790199;183,1026496;169,228058;156,7082087;152,926467;142,5629302;133,9619913;119,2391856;117,563392;129,9734944;141,6609192;142,2298991;143,9609503;138,7298928;127,9586864;115,2155974;108,1471743;105,9782901;110,0721423;103,1841679;100;108,0359502;107,2962061;112,914122;128,8966799;136,3289734
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.2. Otra maquinaria y equipo n.c.o.p.;2. Industria;España;79,17859509;72,22069045;67,39177567;63,12423351;59,6579477;57,92821284;53,59213982;49,02018824;46,79548175;46,76947766;47,34652724;46,57452305;47,57221372;48,44416542;47,62615205;45,8866823;46,65081905;48,77273236;47,12647559;49,20581115;49,68871629;46,81625802;45,74020317;46,07010392;44,71708889;43,31858678;42,43999589;42,822287;42,44005167;41,91091778;40,36604177;39,77220766;39,83288961;40,93137157;43,13420954;45,98216631;48,49424449;47,90912451;45,68365849;45,298097;48,65759232;46,76784176;47,66578851;49,25117392;53,60943959;58,84555158;59,83036753;68,87684836;83,25727511;93,36818194;97,30374915;99,65471601;97,78141434;98,64772134;103,8165784;100,598508;100;104,9275951;102,7416344;105,4319874;118,9519914;126,5761937
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.2. Otra maquinaria y equipo n.c.o.p.;2.1. Energía;España;45,55807064;42,21388291;40,41540327;39,15467071;37,69192899;36,9511925;34,42758163;31,5420671;30,24085493;30,78737644;30,96697612;31,12329654;32,84367027;35,30508695;36,25090426;35,76629493;39,02892086;44,39786418;44,94979615;50,37099821;52,30490578;48,43157144;47,04008763;46,48267469;42,45876201;38,42338944;35,39269862;33,08073519;31,40061425;30,03670497;28,88096199;27,90046856;27,39755209;27,53356882;28,16432006;29,28052358;30,11417859;27,62937812;25,52402847;24,28030558;26,78988019;26,46620377;27,06952982;28,44794894;32,01663231;45,0359765;51,57042658;72,55488576;98,17539309;117,7874389;129,8022542;132,3457737;126,858943;121,4180191;117,469971;107,6809921;100;92,24427579;83,38045649;78,80183604;79,4698208;77,98195492
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.2. Otra maquinaria y equipo n.c.o.p.;2.1.1. Industrias extractivas;España;390,2558509;331,4362911;286,2530932;246,9924445;216,4531545;194,2548764;169,6065435;147,7595601;130,8370041;120,1665958;115,8734342;118,0097635;122,8960848;127,6678205;126,1441182;121,3303975;120,7089475;121,2004216;112,5330205;112,3641419;116,0406022;115,005915;114,038264;107,5830682;102,2348181;97,76561194;92,55300552;89,60183943;85,89057748;82,74999129;78,69183663;76,27024414;74,56148237;75,49986331;79,5744103;84,83339472;80,86763356;77,81204261;72,62970559;70,08624187;67,73767774;60,75390772;57,15169215;57,24997814;58,83449031;71,60355969;97,59621191;103,0309591;123,4844967;139,2495194;166,4383243;157,0706415;137,7065651;122,8668967;116,389075;107,1544014;100;121,5304172;121,2958248;112,4939599;112,2527482;108,5317529
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.2. Otra maquinaria y equipo n.c.o.p.;"2.1.2. Energía eléctrica, gas y agua; actividades de saneamiento y gestión de residuos";España;40,95520035;38,35179784;37,13275404;36,37963961;35,30518785;34,8509823;32,62274799;29,99036971;28,89773352;29,59408372;29,83337801;29,96327439;31,64136577;34,07189585;35,05064948;34,62381894;37,93820633;43,37220949;44,04721282;49,54311225;51,45374224;47,54256332;46,14544114;45,66674694;41,66056919;37,63104364;34,62952313;32,32612835;30,6731355;29,33294976;28,21595082;27,2546988;26,76787916;26,89318712;27,47797309;28,53887939;29,43659419;26,95946691;24,89519832;23,66883509;26,24335849;26,00860703;26,66809098;28,06360101;31,65878791;44,68102957;50,95531949;72,14836713;97,83774118;117,5010326;129,3134185;132,0158701;126,7142316;121,3986953;117,484383;107,6880123;100;91,85186581;82,87319542;78,35091943;79,0309754;77,57289829
